"Estimate","Std..Error","t.value","Pr...t.."
-7753.98783198347,3527.56728007294,-2.19811196111988,0.0280204611489229
3.90644630373093,1.75925421427545,2.22051268772422,0.0264615537018271
105.181800017252,62.0970612896969,1.69382894830651,0.0904059594899047
-1954.82942547603,1718.87270159783,-1.13727411207291,0.255518355700149
-2403.984251288,22394.2596491424,-0.107348235170617,0.914520199224888
-1577.17641138399,2967.51176476278,-0.531481098107816,0.595126438960618
-1239.29263573128,4965.04637189365,-0.24960343628344,0.802911847826055
-446.923988018956,2263.83703521116,-0.19741879873313,0.843513756188094
5305.8656618277,2507.82682818519,2.11572250611392,0.0344540577575082
4704.08710221812,6004.56119675782,0.783418962364495,0.433445565564188
-194.148951962136,2340.96848424399,-0.0829353121448945,0.93390874128816
1357.62694217034,2506.16554346307,0.541714790434133,0.588056918368114
1470.39870004758,2517.4871049397,0.584073974862643,0.559216302556661
-2806.44644140147,2766.03504903599,-1.01460986272736,0.310377094169692
-917.996130445107,1327.92727133455,-0.691300005852378,0.489432765539821
1950.91078721454,1440.99204060545,1.35386645605263,0.175885253055295
2117.11990389842,1398.05718754189,1.51432997359773,0.130051940805419
-0.0524605629444189,0.0309573864919386,-1.69460567861825,0.0902583979038571
0.986761244795448,0.857090027170921,1.15129241213148,0.249707560874034
1.17764225489968,11.1389595845573,0.105722823209838,0.915809636795233
0.801422993277965,1.47980249041828,0.541574296885685,0.588153709027827
0.619322394957678,2.47472284374908,0.250259295307363,0.802404688957472
0.225270209838513,1.12920596106947,0.199494350548025,0.841890150383565
-2.6474321374259,1.25116468548693,-2.11597415443001,0.0344326295333096
-2.34258305352721,2.99268788929164,-0.782768915498801,0.433827204271255
0.0978806882847443,1.16776973757299,0.0838184833323157,0.933206579549271
-0.681005498933808,1.25011496930492,-0.544754295128915,0.585964709166189
-0.723977817248831,1.25584496325051,-0.576486619315616,0.564331377731631
1.40141637413965,1.37956788865909,1.01583719486382,0.309792280220604
0.459847230461711,0.662181238956695,0.694443157565484,0.487460370120102
-0.976443789238201,0.718560547935083,-1.35888867270015,0.174288314452587
-1.06550959808187,0.697113826034964,-1.52845856485484,0.12650857832267
-0.22089459252018,0.160838566447105,-1.37339319418036,0.169737084003145
0.169001776691055,2.0744709361614,0.0814674111577463,0.935075903685339
-0.367233984375943,0.296771734399252,-1.23742911406077,0.216028728796899
0.0419255439302367,0.544553185866716,0.0769907238050727,0.938636274194179
0.00391509198999758,0.206499712920371,0.0189593096020782,0.984874879575817
-0.0660928701435985,0.280534941301152,-0.235595857817398,0.813763044892628
0.214182123904088,0.588095632092881,0.364196080052268,0.71573833891683
0.0785983412385714,0.233380124682311,0.33678249741945,0.736305415108685
0.654758528692813,0.251975568613774,2.5985000541716,0.00941095856878034
0.167050953408605,0.257097856747168,0.649756304942224,0.51590148480117
0.539687693631874,0.285704243645186,1.88897331991368,0.058995823341981
0.0123984588163764,0.133595403824648,0.0928060282122438,0.926064119145952
0.313944692711719,0.137645843656129,2.28081491146239,0.0226321543960123
0.161672578330685,0.138769843392793,1.16504115287545,0.244098855714026
-5.83327491205823,5.41107252582281,-1.07802563802658,0.281112629112879
-43.6363626073376,115.669451498013,-0.377250536267021,0.706015232863448
-13.3155909570147,9.54926739816542,-1.39440968629414,0.163301514128116
2.69304744123869,14.5736654080082,0.184788614658249,0.853407853778675
