"Estimate","Std..Error","t.value","Pr...t.."
-7.49126615063667,7.56960463498799,-0.989650914660823,0.32242794005967
-16.9650372556828,45.9791570613266,-0.368972341816859,0.712175472444199
-18.9820416417216,36.5891713596199,-0.518788508631554,0.60394810459767
-12.3130625368677,42.0422445965838,-0.292873576447159,0.769639892958899
-11.2507789521962,14.5544138229865,-0.773014914171761,0.439577013273552
-12.4774932898229,57.3762147995505,-0.217468045485647,0.82785901747581
-27.798365092821,26.1352426895769,-1.063635238555,0.287583175099923
4.16379461990234,6.69001749746708,0.622389197259769,0.533735271036555
52.933161831805,101.129392316268,0.523420151346937,0.60072218793244
-3.90541766498545,11.3379766146507,-0.344454552846664,0.73052962688894
16.8895747847922,14.5694145858587,1.15924869082835,0.246450966568209
1.10677513204169,7.08140938962505,0.156293058506577,0.875812985724962
27.2549640518164,61.6579962483585,0.442034540694988,0.658497412630659
-8.69594097572182,11.8216877317135,-0.735592173729446,0.462038847709819
6.19397694802884,17.5216939936213,0.353503317104141,0.723737025381496
8.28135977046682,7.30593020379011,1.13351202919659,0.257093672603461
36.486408821986,59.5173711942549,0.613037976810172,0.539899652269582
1.20056142267333,12.2684241815216,0.097857834462684,0.922051994449283
17.6256930968783,20.4860999414281,0.860373284679466,0.38965494809158
19.2836005312762,8.21781753753569,2.34655983090358,0.0190150718237034
52.8796400511324,142.668875716264,0.370645943522385,0.710928525402342
-14.4288889630481,13.9970572874021,-1.03085160450366,0.302697004774777
145.618264818895,39.5576716945281,3.68116369293388,0.000236433708201612
-3.78639518105056,3.72959248694575,-1.01523026826755,0.310081384816642
5.77259282325101,69.0931353748972,0.083547993471842,0.93342162593828
2.40579434692703,6.18391876895339,0.389040418675196,0.697275018128219
-14.2474509879497,11.3094661129375,-1.25978104056135,0.207850472558453
-2.29059594183438,3.94062052040616,-0.581277981468332,0.561098621428545
-6.81420770308009,60.3485433580337,-0.11291420345729,0.910106447914902
-4.32931916586345,6.28707558557812,-0.688606190101237,0.491126608192291
-6.77980966534732,12.1332665724758,-0.55877859641914,0.576356288990473
-0.805675995258841,3.90936849845588,-0.206088526977456,0.83673633240448
20.3216325090245,36.5512013444489,0.555977143337063,0.578269684104372
-11.1185544748476,6.70199763615844,-1.65899110660097,0.097226507104843
5.98644912108162,12.0726981345078,0.495866711350162,0.620026303711397
-0.450856762693636,8.03599129976559,-0.0561046852684855,0.955262304655129
-1.09298200326629,11.3586631629425,-0.0962245281497679,0.923348947818013
-6.50205986147197,16.0230157327026,-0.405795011996488,0.684923379619282
-5.54211687498458,8.25916655257124,-0.671026167072416,0.502257690046213
-3.76889489561086,12.9746165021312,-0.290482180725093,0.771468302771502
6.20267876306626,18.549000474249,0.334394231736488,0.738106448876089
-9.47583987382248,9.23523222714257,-1.02605323188006,0.304952692640394
11.6120039673569,11.1290958631492,1.04339149470414,0.296854613327456
-43.7572559648539,26.051958003255,-1.67961486654426,0.0931407740507167
-11.1420165953229,10.590601811489,-1.05206642584142,0.292857367725056
1.82988773961921,11.2857811528821,0.162140990936361,0.871206205348393
-40.2090466359541,31.8623480058578,-1.26196119095058,0.207064975707322
4.23687423238855,4.6023176981176,0.920595775932955,0.357338638487782
4.52707815941519,5.79102649512198,0.781740191178289,0.434431559251001
8.80589366335546,14.8292835366105,0.593817876744717,0.552680583132444
-5.30353940186494,5.02259715139668,-1.05593565281064,0.291086212920762
6.51533870937855,6.24151917978215,1.0438706541964,0.296632877595006
-9.03025375312303,12.5835782780513,-0.717622090758865,0.473048554726562
1.3554749339452,4.74625847653164,0.285588098635479,0.775214164543464
-0.959185620539817,6.03911581827658,-0.158828816900144,0.873814884525788
-5.98864036360765,13.8623493485725,-0.432007606576756,0.665768236403897
-3.17890407154269,5.48150029716692,-0.579933211567221,0.562005038784637
-1.28365854652708,5.67718747433751,-0.22610818337946,0.821133330455658
1.99990986364209,5.69069948888551,0.351434804727979,0.725287892011469
13.7403955742187,6.41917789274259,2.14052263448772,0.0323963320260777
2.05720597424028,5.01456299112135,0.410246312167724,0.681655797120712
1.01599918200401,5.40217722353566,0.188072167935848,0.850833332891349
3.68652530092315,5.66433808923172,0.65083073129612,0.515207697647788
6.54246487856514,6.63212258988966,0.986481294621846,0.323979885754689
-0.515150964980812,5.05316598398271,-0.101946179209967,0.918806494607766
2.88463540548435,5.4541085706201,0.528892186162767,0.596921014286773
-11.0245106098992,5.59356781779845,-1.97092642281367,0.0488279402119919
-9.72532955330385,6.49546838958674,-1.49724838456532,0.134438260260264
-0.0115168051085727,3.04744112602462,-0.00377917230630682,0.99698492577172
-1.03052265938893,3.00271963919293,-0.343196429642665,0.73147574822337
0.347519479490141,3.12800084339509,0.111099547886614,0.911545151503479
